Date,Returns,Historical_VaR,Historical_ES,LSTM_VaR,LSTM_ES,LSTM_Predicted_Returns,LSTM_Predicted_Volatility,Historical_VaR_Breach,LSTM_VaR_Breach,Is_Stress_Period
2020-03-17,0.03913262320006552,-0.014511302092983033,-0.031263039958304366,-0.04448303555399106,-0.05763485771321645,-0.0014042602791340816,0.026218109455972097,False,False,True
2020-03-18,-0.10090636640896972,-0.014511302092983033,-0.031263039958304366,-0.04159825523801656,-0.0513570029956361,-0.001420501440399588,0.024233372418298173,True,True,True
2020-03-19,0.031879490005167856,-0.014654573788584969,-0.032956169038806646,-0.045178837139396445,-0.05425374385949849,-0.0017606851742955365,0.02613018801734349,False,False,True
2020-03-20,-0.03601700279214148,-0.014654573788584969,-0.032956169038806646,-0.04245757016942828,-0.05348484594795797,-0.00238371652442913,0.02542933598933649,True,False,True
2020-03-23,-0.03742547100083134,-0.01472643043898931,-0.03337400771701119,-0.04497490017643412,-0.05813558222939319,-0.0018970318144140767,0.026342388012674058,True,False,False
2020-03-24,0.12087439991894991,-0.014746789277506127,-0.033818884226297745,-0.04963203905329251,-0.058512447432885265,-0.004190250840139003,0.025949519523564668,False,False,False
2020-03-25,0.030705513011126416,-0.014746789277506127,-0.033818884226297745,-0.04018494713316931,-0.05174984537792077,-0.0039508174124995256,0.022719690442536286,False,False,False
2020-03-26,0.05772332081211114,-0.01472643043898931,-0.033818581956304106,-0.04009847370103901,-0.05033256940117038,-0.0029080781852180502,0.02269207069055476,False,False,False
2020-03-27,-0.042541251176986455,-0.01472643043898931,-0.033818581956304106,-0.036942140697080336,-0.04637842500222154,-0.0028009294292151658,0.02093200784036694,True,True,False
2020-03-30,0.013969709419835157,-0.01536500461430181,-0.034363767880809394,-0.043629537492100356,-0.05235010977716729,-0.003009148565909149,0.024313889678339445,False,False,False
2020-03-31,-0.01438968054899441,-0.01536500461430181,-0.034363767880809394,-0.0412313748158896,-0.04984932818933025,-0.002658413803246148,0.022810664336507525,False,False,False
2020-04-01,-0.059631673630171037,-0.01536500461430181,-0.034363767880809394,-0.041777612034958424,-0.05303907464754706,-0.0035338186515209234,0.024066416916264658,True,True,False
2020-04-02,0.02508998991248283,-0.015718381568896607,-0.03522510882816491,-0.04483224257864241,-0.05617925005724144,-0.003364862935317019,0.02519906143916926,False,False,False
2020-04-03,-0.017014931680633977,-0.015718381568896607,-0.03522510882816491,-0.0407583219869309,-0.050290919337326566,-0.0025720169297325486,0.022916702227892695,True,False,False
2020-04-06,0.0789929504332307,-0.015734799140381055,-0.03525037199207983,-0.040094298650391,-0.048249727378798186,-0.0026544017117314587,0.02274020210213396,False,False,False
2020-04-07,0.015215712192355752,-0.015734799140381055,-0.03525037199207983,-0.03718235308563995,-0.04504860153337563,-0.003618962380429619,0.0203840835550656,False,False,False
2020-04-08,0.05137632865983227,-0.015734799140381055,-0.03525037199207983,-0.03500734674465824,-0.04267320299179244,-0.0019527061620150203,0.020414794659872657,False,False,False
2020-04-09,0.027185340418047883,-0.015734799140381055,-0.03525037199207983,-0.030391269373245752,-0.03912640979174828,-0.0017618368052780408,0.017587907498006074,False,False,False
2020-04-13,-0.01991935469580736,-0.015734799140381055,-0.03525037199207983,-0.028919532301724123,-0.03568482284667425,-0.0016917309933311702,0.016890962351461692,True,False,False
2020-04-14,0.016473544109622845,-0.01595319607665979,-0.03533233458707936,-0.030100188588468076,-0.03901475115087682,-0.0011732048497400797,0.01750677247205268,False,False,False
2020-04-15,-0.041578988408763194,-0.01595319607665979,-0.03533233458707936,-0.02675559244677638,-0.03245697082969306,-0.0010420877794930883,0.01558138502604673,True,True,False
2020-04-16,-0.014799641889106383,-0.01611563716584554,-0.03583254237627474,-0.03066074268191424,-0.03838474052588892,-0.0017482764009579227,0.018324210836954558,False,False,False
2020-04-17,0.05226623621612138,-0.01611563716584554,-0.03583254237627474,-0.030888641144776092,-0.03703848930645009,-0.00017825192459079554,0.017957324449574215,False,False,False
