Date,Returns,Historical_VaR,Historical_ES,LSTM_VaR,LSTM_ES,MonteCarlo_VaR,MonteCarlo_ES,Historical_VaR_Breach,LSTM_VaR_Breach,MonteCarlo_VaR_Breach,Is_Stress_Period
2020-03-25,0.02980774809833227,-0.013329516917677338,-0.02938100693079088,-0.09511332622542606,-0.11074729790169634,-0.03375935636359089,-0.039972657511700094,False,False,False,False
2020-03-26,0.057477880336025855,-0.013329516917677338,-0.02938100693079088,-0.09802661213955079,-0.11412901152580078,-0.0316560324782099,-0.03873591051861675,False,False,False,False
2020-03-27,-0.028284724870644207,-0.013329516917677338,-0.02938100693079088,-0.08914923651969803,-0.10411203960858317,-0.0330009786869152,-0.042045614447692274,True,False,False,False
2020-03-30,0.019693109632836114,-0.013435782475132638,-0.029673851128038557,-0.09014200163276838,-0.10425179626831943,-0.03446875482825456,-0.04240680232234718,False,False,False,False
2020-03-31,-0.018043514014335984,-0.013435782475132638,-0.029673851128038557,-0.08175696418855866,-0.0927311316209866,-0.03206241077426205,-0.040429719856388456,True,False,False,False
2020-04-01,-0.056462230814721286,-0.013517407251287883,-0.029763289632353498,-0.08424014803747602,-0.09601590535604697,-0.032816465666423274,-0.040654800695392845,True,False,True,False
2020-04-02,0.008297048266321843,-0.01358201829868143,-0.030604972750944058,-0.09894755037301921,-0.11077795324190942,-0.03363799752121541,-0.041552934106337,False,False,False,False
2020-04-03,-0.014170115435480456,-0.01358201829868143,-0.030604972750944058,-0.09976933419455047,-0.1142566318409574,-0.03411433161760688,-0.042714384686093496,True,False,False,False
2020-04-06,0.07594211498557721,-0.013636455019390849,-0.030616022339260553,-0.10106805991579214,-0.11577083732760758,-0.03392347847892546,-0.042053368715534764,False,False,False,False
2020-04-07,0.008498518669151649,-0.013636455019390849,-0.030616022339260553,-0.08824575203111422,-0.10038090517699316,-0.03252920027134993,-0.04418250753526911,False,False,False,False
2020-04-08,0.046192686445391665,-0.013636455019390849,-0.030616022339260553,-0.08977920197897998,-0.10726295151331139,-0.03539077516653321,-0.04370639384312172,False,False,False,False
2020-04-09,0.02692261277996584,-0.013636455019390849,-0.030616022339260553,-0.07997533977850452,-0.092831300407657,-0.03374256650975088,-0.0427460948214248,False,False,False,False
2020-04-13,-0.024128805476904682,-0.013636455019390849,-0.030616022339260553,-0.07466184920823637,-0.08674363197669913,-0.03398819333242694,-0.04234278280791587,True,False,False,False
2020-04-14,0.0277293759455496,-0.013928214878745555,-0.03082143934654761,-0.07552795416009543,-0.08558001679432481,-0.036128838694665745,-0.04546424191990246,False,False,False,False
2020-04-15,-0.03271878415839332,-0.013928214878745555,-0.03082143934654761,-0.06967052317158347,-0.07967844247081123,-0.034500696502749596,-0.042098878603522884,True,False,False,False
2020-04-16,-0.0055781756739970096,-0.014137404709471528,-0.031186971266941355,-0.07630548091318472,-0.08671442085310639,-0.033260909663378524,-0.04192085488728696,False,False,False,False
2020-04-17,0.03783298905652327,-0.014137404709471528,-0.031186971266941355,-0.07672868165572558,-0.08783933564777788,-0.03380290354975829,-0.04346753923828119,False,False,False,False
