Date,Portfolio,Actual_Returns,LSTM_Predicted_Returns,Historical_VaR,Historical_ES,LSTM_VaR,LSTM_ES,MonteCarlo_VaR,MonteCarlo_ES,Historical_VaR_Breach,LSTM_VaR_Breach,MonteCarlo_VaR_Breach,Historical_ES_Breach,LSTM_ES_Breach,MonteCarlo_ES_Breach
2024-09-24 00:00:00,S&P 500 (Market-Cap-Weight),0.0031577449076618603,-0.0039088672232827325,-0.019159941707563,-0.02742353727864998,-0.015369561694430904,-0.018463086461998027,-0.012335800544592837,-0.015826606106630087,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-25 00:00:00,S&P 500 (Market-Cap-Weight),-0.0016196500396878746,-0.0037948279393436027,-0.019159941707563,-0.02742353727864998,-0.015252893427427241,-0.01799617225778454,-0.012275434140494547,-0.015588415901940338,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-26 00:00:00,S&P 500 (Market-Cap-Weight),0.004043882690724661,-0.004387322489675855,-0.018862287892813343,-0.0272254439903992,-0.016117083675328544,-0.019238489990132238,-0.012294463993455268,-0.015451603852566498,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-27 00:00:00,S&P 500 (Market-Cap-Weight),-0.0008086121641021039,-0.004271474203354609,-0.018862287892813343,-0.0272254439903992,-0.01590150964108062,-0.019035116666027908,-0.012482015800097168,-0.016207346618677874,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-30 00:00:00,S&P 500 (Market-Cap-Weight),0.004440922405892366,-0.004047492431121816,-0.018862287892813343,-0.0272254439903992,-0.015585758568918808,-0.017995473994223,-0.013245656437938137,-0.016340342416596133,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01 00:00:00,S&P 500 (Market-Cap-Weight),-0.009058073869503927,-0.004021926178295565,-0.018862287892813343,-0.0272254439903992,-0.015442596103396407,-0.019045737608913378,-0.0123588081884353,-0.016347161535788187,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-02 00:00:00,S&P 500 (Market-Cap-Weight),-0.0002152496161029681,-0.004389002608452323,-0.018862287892813343,-0.0272254439903992,-0.016684886671910374,-0.02021732337712718,-0.01276600289085749,-0.016223005551980356,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-03 00:00:00,S&P 500 (Market-Cap-Weight),-0.002303221741621355,-0.0048564432145534134,-0.018862287892813343,-0.0272254439903992,-0.017416507881917297,-0.021051418322613466,-0.012605016161587476,-0.01616875336860314,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-04 00:00:00,S&P 500 (Market-Cap-Weight),0.00905297924952016,-0.004824743355228862,-0.018862287892813343,-0.0272254439903992,-0.017375031755852085,-0.021073231614377675,-0.012737582927887436,-0.015669335163011177,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-07 00:00:00,S&P 500 (Market-Cap-Weight),-0.010366473874186384,-0.0037881200665804407,-0.018862287892813343,-0.0272254439903992,-0.016695424249152727,-0.019766946996468103,-0.013189219180051255,-0.016199689495126336,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-08 00:00:00,S&P 500 (Market-Cap-Weight),0.010247572358485488,-0.005180499175224302,-0.018862287892813343,-0.0272254439903992,-0.017967209305636257,-0.02145515570131146,-0.012795824858775584,-0.01712626172498062,0.0,0.0,0.0,0.0,0.0,0.0
